วันเดือนปี,เลขที่เอกสาร,รายการ,RE,JR,JV,PP,จำนวนเงิน,Dr,Cr,หมายเหตุ
01/02/2570,RC-260497,รับเงินสนับสนุนกิจกรรมวิชาการ,รับเงิน,,,,16152.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 397
02/02/2570,PV-260498,จ่ายค่าซ่อมบำรุงอาคาร,,,,จ่ายเงินออก,16189.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 398
03/02/2570,JV-260499,ปรับปรุงค่าเสื่อมราคาอุปกรณ์,,,ปรับปรุงบัญชีทั่วไป,,16226.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 399
04/02/2570,JR-260500,จ่ายค่าจ้างวิทยากรอบรม,,ปรับปรุงบัญชีเงินสด,,,16263.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 400
05/02/2570,RC-260501,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,16300.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 401
06/02/2570,PV-260502,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,16337.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 402
07/02/2570,JV-260503,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,16374.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 403
08/02/2570,JR-260504,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,16411.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 404
09/02/2570,RC-260505,รับเงินสนับสนุนกิจกรรมวิชาการ,รับเงิน,,,,16448.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 405
10/02/2570,PV-260506,จ่ายค่าซ่อมบำรุงอาคาร,,,,จ่ายเงินออก,16485.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 406
11/02/2570,JV-260507,ปรับปรุงค่าเสื่อมราคาอุปกรณ์,,,ปรับปรุงบัญชีทั่วไป,,16522.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 407
12/02/2570,JR-260508,จ่ายค่าจ้างวิทยากรอบรม,,ปรับปรุงบัญชีเงินสด,,,16559.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 408
13/02/2570,RC-260509,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,16596.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 409
14/02/2570,PV-260510,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,16633.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 410
15/02/2570,JV-260511,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,16670.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 411
16/02/2570,JR-260512,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,16707.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 412
17/02/2570,RC-260513,รับเงินสนับสนุนกิจกรรมวิชาการ,รับเงิน,,,,16744.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 413
18/02/2570,PV-260514,จ่ายค่าซ่อมบำรุงอาคาร,,,,จ่ายเงินออก,16781.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 414
19/02/2570,JV-260515,ปรับปรุงค่าเสื่อมราคาอุปกรณ์,,,ปรับปรุงบัญชีทั่วไป,,16818.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 415
20/02/2570,JR-260516,จ่ายค่าจ้างวิทยากรอบรม,,ปรับปรุงบัญชีเงินสด,,,16855.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 416
21/02/2570,RC-260517,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,16892.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 417
22/02/2570,PV-260518,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,16929.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 418
23/02/2570,JV-260519,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,16966.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 419
24/02/2570,JR-260520,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,17003.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 420
25/02/2570,RC-260521,รับเงินสนับสนุนกิจกรรมวิชาการ,รับเงิน,,,,17040.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 421
26/02/2570,PV-260522,จ่ายค่าซ่อมบำรุงอาคาร,,,,จ่ายเงินออก,17077.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 422
27/02/2570,JV-260523,ปรับปรุงค่าเสื่อมราคาอุปกรณ์,,,ปรับปรุงบัญชีทั่วไป,,17114.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 423
28/02/2570,JR-260524,จ่ายค่าจ้างวิทยากรอบรม,,ปรับปรุงบัญชีเงินสด,,,17151.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 424
01/03/2570,RC-260525,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,17188.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 425
02/03/2570,PV-260526,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,17225.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 426
03/03/2570,JV-260527,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,17262.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 427
04/03/2570,JR-260528,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,17299.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 428
05/03/2570,RC-260529,รับเงินสนับสนุนกิจกรรมวิชาการ,รับเงิน,,,,17336.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 429
06/03/2570,PV-260530,จ่ายค่าซ่อมบำรุงอาคาร,,,,จ่ายเงินออก,17373.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 430
07/03/2570,JV-260531,ปรับปรุงค่าเสื่อมราคาอุปกรณ์,,,ปรับปรุงบัญชีทั่วไป,,17410.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 431
08/03/2570,JR-260532,จ่ายค่าจ้างวิทยากรอบรม,,ปรับปรุงบัญชีเงินสด,,,17447.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 432
09/03/2570,RC-260533,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,17484.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 433
10/03/2570,PV-260534,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,17521.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 434
11/03/2570,JV-260535,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,17558.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 435
12/03/2570,JR-260536,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,17595.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 436
13/03/2570,RC-260537,รับเงินสนับสนุนกิจกรรมวิชาการ,รับเงิน,,,,17632.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 437
14/03/2570,PV-260538,จ่ายค่าซ่อมบำรุงอาคาร,,,,จ่ายเงินออก,17669.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 438
15/03/2570,JV-260539,ปรับปรุงค่าเสื่อมราคาอุปกรณ์,,,ปรับปรุงบัญชีทั่วไป,,17706.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 439
16/03/2570,JR-260540,จ่ายค่าจ้างวิทยากรอบรม,,ปรับปรุงบัญชีเงินสด,,,17743.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 440
17/03/2570,RC-260541,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,17780.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 441
18/03/2570,PV-260542,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,17817.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 442
19/03/2570,JV-260543,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,17854.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 443
20/03/2570,JR-260544,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,17891.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 444
21/03/2570,RC-260545,รับเงินสนับสนุนกิจกรรมวิชาการ,รับเงิน,,,,17928.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 445
22/03/2570,PV-260546,จ่ายค่าซ่อมบำรุงอาคาร,,,,จ่ายเงินออก,17965.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 446
23/03/2570,JV-260547,ปรับปรุงค่าเสื่อมราคาอุปกรณ์,,,ปรับปรุงบัญชีทั่วไป,,18002.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 447
24/03/2570,JR-260548,จ่ายค่าจ้างวิทยากรอบรม,,ปรับปรุงบัญชีเงินสด,,,18039.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 448
25/03/2570,RC-260549,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,18076.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 449
26/03/2570,PV-260550,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,18113.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 450
27/03/2570,JV-260551,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,18150.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 451
28/03/2570,JR-260552,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,18187.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 452
29/03/2570,RC-260553,รับเงินสนับสนุนกิจกรรมวิชาการ,รับเงิน,,,,18224.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 453
30/03/2570,PV-260554,จ่ายค่าซ่อมบำรุงอาคาร,,,,จ่ายเงินออก,18261.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 454
31/03/2570,JV-260555,ปรับปรุงค่าเสื่อมราคาอุปกรณ์,,,ปรับปรุงบัญชีทั่วไป,,18298.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 455
01/04/2570,JR-260556,จ่ายค่าจ้างวิทยากรอบรม,,ปรับปรุงบัญชีเงินสด,,,18335.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 456
02/04/2570,RC-260557,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,18372.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 457
03/04/2570,PV-260558,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,18409.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 458
04/04/2570,JV-260559,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,18446.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 459
05/04/2570,JR-260560,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,18483.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 460
06/04/2570,RC-260561,รับเงินสนับสนุนกิจกรรมวิชาการ,รับเงิน,,,,18520.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 461
07/04/2570,PV-260562,จ่ายค่าซ่อมบำรุงอาคาร,,,,จ่ายเงินออก,18557.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 462
08/04/2570,JV-260563,ปรับปรุงค่าเสื่อมราคาอุปกรณ์,,,ปรับปรุงบัญชีทั่วไป,,18594.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 463
09/04/2570,JR-260564,จ่ายค่าจ้างวิทยากรอบรม,,ปรับปรุงบัญชีเงินสด,,,18631.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 464
10/04/2570,RC-260565,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,18668.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 465
11/04/2570,PV-260566,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,18705.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 466
12/04/2570,JV-260567,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,18742.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 467
13/04/2570,JR-260568,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,18779.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 468
14/04/2570,RC-260569,รับเงินสนับสนุนกิจกรรมวิชาการ,รับเงิน,,,,18816.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 469
15/04/2570,PV-260570,จ่ายค่าซ่อมบำรุงอาคาร,,,,จ่ายเงินออก,18853.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 470
16/04/2570,JV-260571,ปรับปรุงค่าเสื่อมราคาอุปกรณ์,,,ปรับปรุงบัญชีทั่วไป,,18890.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 471
17/04/2570,JR-260572,จ่ายค่าจ้างวิทยากรอบรม,,ปรับปรุงบัญชีเงินสด,,,18927.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 472
18/04/2570,RC-260573,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,18964.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 473
19/04/2570,PV-260574,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,19001.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 474
20/04/2570,JV-260575,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,19038.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 475
21/04/2570,JR-260576,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,19075.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 476
22/04/2570,RC-260577,รับเงินสนับสนุนกิจกรรมวิชาการ,รับเงิน,,,,19112.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 477
23/04/2570,PV-260578,จ่ายค่าซ่อมบำรุงอาคาร,,,,จ่ายเงินออก,19149.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 478
24/04/2570,JV-260579,ปรับปรุงค่าเสื่อมราคาอุปกรณ์,,,ปรับปรุงบัญชีทั่วไป,,19186.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 479
25/04/2570,JR-260580,จ่ายค่าจ้างวิทยากรอบรม,,ปรับปรุงบัญชีเงินสด,,,19223.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 480
26/04/2570,RC-260581,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,19260.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 481
27/04/2570,PV-260582,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,19297.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 482
28/04/2570,JV-260583,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,19334.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 483
29/04/2570,JR-260584,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,19371.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 484
30/04/2570,RC-260585,รับเงินสนับสนุนกิจกรรมวิชาการ,รับเงิน,,,,19408.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 485
01/05/2570,PV-260586,จ่ายค่าซ่อมบำรุงอาคาร,,,,จ่ายเงินออก,19445.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 486
02/05/2570,JV-260587,ปรับปรุงค่าเสื่อมราคาอุปกรณ์,,,ปรับปรุงบัญชีทั่วไป,,19482.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 487
03/05/2570,JR-260588,จ่ายค่าจ้างวิทยากรอบรม,,ปรับปรุงบัญชีเงินสด,,,19519.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 488
04/05/2570,RC-260589,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,19556.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 489
05/05/2570,PV-260590,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,19593.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 490
06/05/2570,JV-260591,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,19630.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 491
07/05/2570,JR-260592,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,19667.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 492
08/05/2570,RC-260593,รับเงินสนับสนุนกิจกรรมวิชาการ,รับเงิน,,,,19704.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 493
09/05/2570,PV-260594,จ่ายค่าซ่อมบำรุงอาคาร,,,,จ่ายเงินออก,19741.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 494
10/05/2570,JV-260595,ปรับปรุงค่าเสื่อมราคาอุปกรณ์,,,ปรับปรุงบัญชีทั่วไป,,19778.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 495
11/05/2570,JR-260596,จ่ายค่าจ้างวิทยากรอบรม,,ปรับปรุงบัญชีเงินสด,,,19815.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 496
12/05/2570,RC-260597,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,19852.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 497
13/05/2570,PV-260598,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,19889.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 498
14/05/2570,JV-260599,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,19926.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 499
15/05/2570,JR-260600,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,19963.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 500
